Index,Image_ID,Category,Prompt,Image_Filename
13,007f5f84588223ff51459bd835baa5d7450bc5b2,fashion,"woman sitting in an ancient library and reading a book, wide dress, wide angel, soft and beige pastel colours, soft lighting, beautiful, perfect face, 4k, high Detail, depth of field, ",fashion/007f5f84588223ff51459bd835baa5d7450bc5b2.jpg
14,008d73dd7f94c758ef7ecdf42686062e231e923b,people,"Plain light background, man to the side, light, happy, eye contact, black man aged 25  50, stylish confident man, suit, great straight hair, ",people/008d73dd7f94c758ef7ecdf42686062e231e923b.jpg
15,00aa40435c29071a2c2b1ae05d9a5cdfd463c2b0,plants,"focusing on a large tree and its leaves with the background blurred out, shallow depth of field, beautiful morning light, summer in Wisconsin on farmland, photorealistic hyperrealistic HD ",plants/00aa40435c29071a2c2b1ae05d9a5cdfd463c2b0.jpg
16,00bd531d864724c4f82355febf23ef05a056ec32,animals,"young african male, Fashion HipHop rap singer, sitting with a sea otter, high quality, cinematic shot, super sharp details , clear focus Camera style  shot on Hasselblad medium format camera. Middle of Tokyo Type of rendering  8K, ",animals/00bd531d864724c4f82355febf23ef05a056ec32.jpg
17,00c2f3d38258989c030f0431a70c038fd664ac27,logo,"beautiful photography advertising, instagramad image for engagement ring, engagement ring photography, neutral background, ",logo/00c2f3d38258989c030f0431a70c038fd664ac27.jpg
18,00d60350ea75e433cc89d0e6166202485b122fd9,indoor,"small cafe kitchen, with baking counter, coffee machine, no windows, waitress making coffee ",indoor/00d60350ea75e433cc89d0e6166202485b122fd9.jpg
19,00e227e818455b352ffc71ae9ccc22625eb6087f,art,time stopped city is being sealed middle ages fantasy ,art/00e227e818455b352ffc71ae9ccc22625eb6087f.jpg
20,00e98112adef8ff27f4e31b694873fad8ffbc94f,logo,proffesional logo for the best honey in the world made by the 12 gods of greece ,logo/00e98112adef8ff27f4e31b694873fad8ffbc94f.jpg
21,00eb42e3235aa8e078d6903994f95b28029d366e,landscape,bioluminescent beach 0.75 desktop background 0.25 ,landscape/00eb42e3235aa8e078d6903994f95b28029d366e.jpg
22,00f407d354d97262d2abca5959f5f9ff1895d691,plants,"modern realistic azalea flowers, clean straight lines, black and white, a lot of white space to color, coloring book style ",plants/00f407d354d97262d2abca5959f5f9ff1895d691.jpg
23,010608a79ae490be065190e5975b2989c616fc7d,fashion,rich girl lying in bed conversing with tablet computer at night ,fashion/010608a79ae490be065190e5975b2989c616fc7d.jpg
24,010d3a1ecc9b6e691630660ec5fb547de1017c5b,people,"mildly attractive, weakwilled, ditzy, unintelligent, 25yearold woman with dark brown shoulderlength hair, with an intense bodily desire to mate, real photo ",people/010d3a1ecc9b6e691630660ec5fb547de1017c5b.jpg
25,01109b5cd6ba0f1be2d97b95c4fef034ef5675a0,plants,"design dark green fir, without background, 3d effect 4k ",plants/01109b5cd6ba0f1be2d97b95c4fef034ef5675a0.jpg
26,01241d710c2a31993030b519f29261c948e0459a,indoor,a young military male cooking in the kitchen for therapy,indoor/01241d710c2a31993030b519f29261c948e0459a.jpg
27,012c37297198d3592a531b6ca4293a7fba06394e,animals,hummingbird flying near a flower. 4k ultra realistic ray tracing dynamic lighting,animals/012c37297198d3592a531b6ca4293a7fba06394e.jpg
28,014488df3cbc34b5aefed86f68313da405bfc7e5,plants,a futuristic plastic material that regenerates itself like plants ,plants/014488df3cbc34b5aefed86f68313da405bfc7e5.jpg
29,0159dc56f5a472e78b4093dafcc9ad7c55edc4a2,art,"Vincent Van Goghs demidog by lisa frank and j.c. leyendecker, stranger things ",art/0159dc56f5a472e78b4093dafcc9ad7c55edc4a2.jpg
30,016a62b285506d08d5ce697798fb1f590177623e,art,"magical land among tropical jungles, hundreds of tiny lights, night lights, deciduous forest, electric flowers, cascading waterfalls, reflecting river, graceful filigree scifi bridges, holes, ivy, vines, drooping moss, rising mist, mossy winding stone steps , glowing lights, Albert Mucha style, cinematic lighting, epic composition, certain details, intricately detailed, photorealistic ",art/016a62b285506d08d5ce697798fb1f590177623e.jpg
31,017f61d9583b15740fe3180c5f6d9c76fd4acb9b,indoor,"Large Interior Area, in the style of Frozen Smoke, Detailed scenery, rich and immersive, HD photograph ",indoor/017f61d9583b15740fe3180c5f6d9c76fd4acb9b.jpg
32,018a42f2d307346b6167e468fdd399402959df2f,landscape,"icy landscape, surreal scene, dark, beautiful sky, mystery relic in the middle, vegetation",landscape/018a42f2d307346b6167e468fdd399402959df2f.jpg
33,018d931d9ed0175a2cd1b268e2fb4052d08ec336,vehicles,"a 1972 chevelle ss,background detroit,magazine photography,Nikon Fx ",vehicles/018d931d9ed0175a2cd1b268e2fb4052d08ec336.jpg
34,018eee590791f2368d96e7e0feed042b193826cc,logo,number 2 colored,logo/018eee590791f2368d96e7e0feed042b193826cc.jpg
35,01953bc988124d0c768a73b160a39c0a315101f2,vehicles,"epic scifi movie shot, geysers of rainbow colored chewing gum take over the streets of San francisco as it gush forth from the ground that creaks and cracks under the pressure, ultra detailed, hyper realistic, 32K , megapixel, backlighting, natural lighting, light reflections, cinematic lights, nightmarish atmosphere, backlight, intricate detail, octane rendering, 35mm lens, volumetric, tone mapping, depth of field, ray tracing, ",vehicles/01953bc988124d0c768a73b160a39c0a315101f2.jpg
36,01b896ee4d45683374159d6f5a792ae584d313ec,art,"As Ebony Avenger flew over the city, she thought about the many people who needed help but were too afraid to ask. She knew that defeating villains was important, but it wasnt enough to create lasting change. She had to take a more proactive approach.She decided to start by reaching out to the people she had already helped. She sent messages to them, asking if they would be interested in forming a support network for others in the community who needed guidance.",art/01b896ee4d45683374159d6f5a792ae584d313ec.jpg
37,01c4768633777fd09288e18f8fe3e1d4bbbe97e1,fashion,"wide angle action shot of a handsome cyberpunk android, gym instructor body, in a cyberpunk city, highly textured, highly detailed, highly realistic cyberpunk 2077, steampunk elements, dark art, ethereal art, dramatic lighting, cyberpunk environment ",fashion/01c4768633777fd09288e18f8fe3e1d4bbbe97e1.jpg
38,01e065863b919d0bd5f7f98dec739465686316e7,food,"birthday cake clipart , white background , high quality ,vibrant colors ",food/01e065863b919d0bd5f7f98dec739465686316e7.jpg
39,0200b60f0a80add32edb08560b5c5cc0376a0e7e,animals,Wolf silhouette black big beautiful portrait one side darker the other lighter blue eyes ,animals/0200b60f0a80add32edb08560b5c5cc0376a0e7e.jpg
40,0218be83b3519ea64b8513b27bda1504582d999c,people,"perfect, attractive, ukranian womans face, Clear facial features, EyeLevel Shot, f1.8",people/0218be83b3519ea64b8513b27bda1504582d999c.jpg
41,023061cb74ea3423b16941ffe75b192d5cf0ad3a,indoor,"large architectural living atrium with a fireplace and large black metal grid windows looking at mountain views . Modern, airy, industrial style with rustic features.",indoor/023061cb74ea3423b16941ffe75b192d5cf0ad3a.jpg
42,025f009f4c6a6c8a4f4da8e2dd9a4515c4225d85,art,"a 40 year old white man, beautiful black hair, fishing in Florida, catching a big stripe bass, he is on a fishing boat, sunset lighting, summer, seaguls, calm water,",art/025f009f4c6a6c8a4f4da8e2dd9a4515c4225d85.jpg
43,0266e215a89fa36bf5e774d05459b9b631b45554,vehicles,"A mesmerizing photograph of a gleaming white Audi R8 V10 Plus, positioned in front of an expansive, multimilliondollar mansion in Sydney, Australia, during a spectacular sunset. The R8s clean lines and polished surface contrast with the mansions intricate architectural details, as the setting sun casts a golden hue over the scene. This image embodies the height of luxury, rendered n stunning 8K UHD resolution ",vehicles/0266e215a89fa36bf5e774d05459b9b631b45554.jpg
44,02684c5c8c80f605fb641f2c7a52d4c4fd7adf7f,people,"portrait of a miner after hard work in a coal mine, high contrast, a lot of details, good light, a mining shaft in the background, Canon EOS R5 prime lens, the lighting is a mix of natural light and artificial lighting, creating a dramatic and intense effect. ",people/02684c5c8c80f605fb641f2c7a52d4c4fd7adf7f.jpg
45,0278a0abcf818efeaf8415b3d77e2a43fae93321,plants,edelweiss flower in dewdropsmulticolored highlights in the dropsmacro 8k,plants/0278a0abcf818efeaf8415b3d77e2a43fae93321.jpg
46,027dae7a0b6e59d3c0fde840b8f77e4be1602323,animals,"bug bunny on dmt trip, gangster style, 4k, in the depths of multiple realities",animals/027dae7a0b6e59d3c0fde840b8f77e4be1602323.jpg
47,0281b2de09f8eadbb88f95fcb1589bc7bcae5dc7,fashion,"dolce  gabbana perfume commercial in pakistan, in the style of dark skyblue and light magenta, kitsch and camp charm, queencore, andrzej sykut, kati horna, dark gold and orange, matte photo ",fashion/0281b2de09f8eadbb88f95fcb1589bc7bcae5dc7.jpg
48,02821ddfa3c825fef886abfb03a86a75d0d848fd,landscape,"Mountain, sunset, cliff, hideaki anno style, anime, retro, 90s, ",landscape/02821ddfa3c825fef886abfb03a86a75d0d848fd.jpg
49,028502d3ff9fc6fa9e1f0aba557575a6e5e33e61,logo,"a magical coin glowing with these powers Air, Sound, Vibration, Weather, Electricity, Smoke",logo/028502d3ff9fc6fa9e1f0aba557575a6e5e33e61.jpg
50,0298111f7cdab794458fc3ba827f5cabd66e5360,landscape,"A city that consist of a megastructure suspended above agricultural land for crops, metabolist style architecture, blueprint format ",landscape/0298111f7cdab794458fc3ba827f5cabd66e5360.jpg
51,02a526c75027de32bc6911d34e5b6012c57ac2ca,art,"watercolor hand drawn flamingo, flamingo with wings out",art/02a526c75027de32bc6911d34e5b6012c57ac2ca.jpg
52,02a583ee5c2191a77e5a14f767050734e3ccd0b7,food,"keto weight loss, Shot using a Hasselblad camera, ISO 100. Professional color grading. Soft shadows. Clean sharp focus. High  end retouching. Food magazine photography. Award winning photography. Advertising photography. Commercial photography. ",food/02a583ee5c2191a77e5a14f767050734e3ccd0b7.jpg
53,02a99cfb234be1986f185bf08c147716f5607dde,fashion,"gorgeous african queen gal standing by the window supercool swanky penthouse interior at night, amazing lighting, architectural digest photograph, brilliant colors, chaos, anarchy, liberty, independence, soul and afropop vibes, very detailed, photo taken with Hasselblad X1D, ISO 100, national geographic ",fashion/02a99cfb234be1986f185bf08c147716f5607dde.jpg
54,02aafe60d491db3df8fa8d2bd7f6738e0a9f8acc,plants,coloring book flowers ,plants/02aafe60d491db3df8fa8d2bd7f6738e0a9f8acc.jpg
55,02ab404999709347474dade6b863fdbd64f4d7b8,fashion,"A front facing portrait image of the most beautiful woman, with every detail captured in stunning accuracy. The style should focus on capturing the persons unique personality and character. The composition should be shot using a highquality camera and lens, emphasizing the texture and dimensionality of the persons skin and hair. Studio lighting with dark background and light focused on the face and hair and depth added to the image. ",fashion/02ab404999709347474dade6b863fdbd64f4d7b8.jpg
56,02c6b9ef493b159f2008b9d467029de51dafbcbf,fashion,"In the style of Petra Collins, 90s, pastel coloring, cinematic color grading, warm color cast, extremely detailed, low contrast, promist filter, fully body shot, wide angle, Canon EF 35mm, heavy grain ",fashion/02c6b9ef493b159f2008b9d467029de51dafbcbf.jpg
57,02fa29f09c0a9dc6578395cc211d936f9a990311,indoor,"industrial farmhouse kitchen, ladderax, doors to outside, wooden workbench island unit, photorealistic",indoor/02fa29f09c0a9dc6578395cc211d936f9a990311.jpg
58,030cc5b4f73d394e7752e069f2fc1f06a02a1ded,food,"plateau de pleins de petits gateaux orientaux et cupcake posé sur plage reflet sur l ocean, hipperealistic, islam, colorés",food/030cc5b4f73d394e7752e069f2fc1f06a02a1ded.jpg
59,0319af4fd72dd27bc08e8aa9fd94c7126bd86316,fashion,"You take me over, yeah When you touch me You make me shiver, you do Im your fantasy You are my ecstasy Come take my love once again You can make me hot Wont you have a stop here with me You can show me such A feeling with your touch striking me Dancing 1980s Hot Blonde Experimental Graphic Design Early CGI Disco Dancing ",fashion/0319af4fd72dd27bc08e8aa9fd94c7126bd86316.jpg
60,0320f51aa0fbaf88e2d39c16e1eb291ba98d3787,people,"photorelistic cinematic shot of young dad and toddler doughter fishing with a visible fishing rods from a mettallic row boat, scene is in the beatiful new york catskills landscape, pepacton reservoir, fall foliage, magic hour light, detailed, clear sky, light wind on the lake",people/0320f51aa0fbaf88e2d39c16e1eb291ba98d3787.jpg
61,032b6f34c0afa6e0cf5b4d6188a03497fd4aae40,landscape,"1980s to early 1990s theme, Countryside with farms and houses and abandoned roadstelepoles, wheat fields, detailed painting, portait, middle of day, sunlight, bluegrayish sky",landscape/032b6f34c0afa6e0cf5b4d6188a03497fd4aae40.jpg
62,032f74f577f7df03ccf43c78e36e101682a0498f,indoor,"an arch shaped window in a bedroom, in the style of traditional british landscapes, expansive spaces, james pradier, fine lines, delicate curves, windows vista, luxurious opulence, harriet leemerrion ",indoor/032f74f577f7df03ccf43c78e36e101682a0498f.jpg
63,033299d57b40b43aff96c6a64229eff6d7b5d05c,landscape,a russian countryside in the medieval ages,landscape/033299d57b40b43aff96c6a64229eff6d7b5d05c.jpg
64,0337fe39488b091a21be99f8cacf5231d42466ad,landscape,aerial view of solar photovoltaic panels and wind turbines generating renewable energy in a beautiful landscape at sunrise ,landscape/0337fe39488b091a21be99f8cacf5231d42466ad.jpg
65,03386f989606de68017d6cbfd381b79caab47a54,art,"a painting of quaint street with several cute shops, in the style of colorful patchwork, chic illustrations, soft and dreamy depictions, pictorial fabrics, windows vista, Victoria Ball ",art/03386f989606de68017d6cbfd381b79caab47a54.jpg
66,0364ec32f3ebd6766ae1ddfadce141939027369c,vehicles,"A cinematic photograph featuring the downtown São Paulo sky line. This detailed portrait captures the essence of São Paulo, using natural lighting and shot on a Phase One XF IQ4 camera. The realistic vibe is enhanced by the authentic style, creating a visual time capsule that transports one to the iconic city. ",vehicles/0364ec32f3ebd6766ae1ddfadce141939027369c.jpg
67,0384a79e0633d2a29ec6465d1fa4acd036dab6d5,vehicles,"a blue modern semi truck in a dark basement, in the style of realistic hyperdetailed portraits, smooth and polished, focus stacking, bold yet graceful, backlit photography, alex ross, stock photo ",vehicles/0384a79e0633d2a29ec6465d1fa4acd036dab6d5.jpg
68,038708b6eb13538fcb3b87cf41482705bf37201d,animals,"A giraffe feeds on a tree in the Masai Mara, haze is in the air, sunrise, golden hour, Kilimanjaro is on the horizon, photorealistic, incredibly detailed, high quality photo, sharpen details, ultrasharp, 8k, ",animals/038708b6eb13538fcb3b87cf41482705bf37201d.jpg
69,0388e82bf1bc45644db5248c7032744948fc3206,animals,Rachel Yellowstone is a 25yearold European woman who lives in a little country houseRachel Yellowstone is a 26yearold European young woman who likes to take care of the wild garden of her little country houseRachel Yellowstone is a 24yearold European girl who works in her household and takes care of her animals at her little country housethe 28yearold European female Rachel Yellowstone grows her own food in her garden of her little country house ,animals/0388e82bf1bc45644db5248c7032744948fc3206.jpg
70,039e6d22acd3bf1d556ebbc2942102721723429c,food,"Exquisite food photography showcasing a beautifully plated arrangement of eggs, the vibrant golden yolks contrasting against the delicate whites, captured in soft, natural lighting that highlights the appetizing texture and rich colors, set against a tastefully styled backdrop with complementary tableware and subtle food accents, using a Canon EF 100mm f2.8L Macro IS USM lens, ISO 100, f4, 1125s ",food/039e6d22acd3bf1d556ebbc2942102721723429c.jpg
71,03b4dc954014f767730adeabcd4f12fe19af5c27,people,"Asian husband writing essays for his Asian wife. Masterpiece. 4k, portrait",people/03b4dc954014f767730adeabcd4f12fe19af5c27.jpg
72,03be1184a8cd10c4ddfe6f6e0d87f6f13824cfba,plants,"a Qatari flower Qataf, also known as sea lavender, drawn in watercolour HD ",plants/03be1184a8cd10c4ddfe6f6e0d87f6f13824cfba.jpg
73,03cd5c132a640650fcc086845a8576cfed5af37a,plants,"a round ball of several flowers with very small petals on a barren twig, hanging down. Very small petals, colours changing from white to a soft pink. Grey sky and empty brown twigs in the background. Bokeh, Canon 50mm 1.4, photography in the style of Gariele Wright ",plants/03cd5c132a640650fcc086845a8576cfed5af37a.jpg
74,03e60ac679ec6d4e8b351065158db3ddba2a8ee1,landscape,"a photo of an island based modern expansive building with large glass walls, overlooking lush tropic foiliage. The building is composed of stone and natural materials but utilizes clean modern lines. The building is set on the side of a cliff with the ocean. In the style of brad bird. below. ",landscape/03e60ac679ec6d4e8b351065158db3ddba2a8ee1.jpg
75,03fb1b93aa5b1ae31f94eb248847a861845012b8,people,"Brad Pitt is standing in a very dark room, in the style of black and white documentary, hd, dieselpunk, i cant believe how beautiful this is, lively tavern scenes, encaustic, 32k uhd ",people/03fb1b93aa5b1ae31f94eb248847a861845012b8.jpg
76,040b593509a39a599f64f448374b7be3f0df42c0,fashion,"natalie portman has yellow boots, yellow raincoat, and messy hair and Woody Allen type charismatic glasses. cinematic angle, morning, soft lighting, cinematic , center view, extreme wide shot, ",fashion/040b593509a39a599f64f448374b7be3f0df42c0.jpg
77,04146d13772b97f18fef12d32cf8fa10e161d339,plants,photo of a subway entrance in the streets of new york city overflowing with flowers pouring out into the street ,plants/04146d13772b97f18fef12d32cf8fa10e161d339.jpg
78,0418b49e50de87ebecb6803850916a8feb0d2bb1,art,realistic ginger young slender pale woman in sandals reading a book at sunset in a park with a cat sleeping by her,art/0418b49e50de87ebecb6803850916a8feb0d2bb1.jpg
79,0419c7bd0acb5cee92fbdae47c217cc4f5604762,art,A fire mage with flames coming from his hands. He wears a dark red robe with a hood and has tattoos on her mouth. He has a long mages staff. In the style of high def fantasy,art/0419c7bd0acb5cee92fbdae47c217cc4f5604762.jpg
80,042af4a80f46e1e763d6edc369042a6646770270,indoor,"a synthwave 80s fantasy of what a computer would like if it could dream, realistic, circuit boards, wires, computer parts, 80s, retro 1980s, beautiful, 4k ",indoor/042af4a80f46e1e763d6edc369042a6646770270.jpg
81,044a72aed881eb5d0909440d76192e4d9de1a650,animals,A white Havanese dog in sunglasses riding a motorcycle ,animals/044a72aed881eb5d0909440d76192e4d9de1a650.jpg
82,045c939b9e92992079092edf5e2a589aba8f25f3,people,a black man sinking into the middle of yellowstones prismatic spring ,people/045c939b9e92992079092edf5e2a589aba8f25f3.jpg
83,046a2647568f2f08430b44e74e21dfffe9b661b5,art,"carribean island, bioluminescence, beach overlooking the ocean, stunning northern lights with shades of green, white sand, big bright planets and stars littering the sky, night time, 8k render, ultra realistic, shades of purple, teal blue water, palm trees, photo realistic, real life, magical paradise, realism, highly detailed, no rocks, calm water, peacefull brillance",art/046a2647568f2f08430b44e74e21dfffe9b661b5.jpg
84,046d6bf8b205c9a136f8696f9d0f992197fe599c,animals,"New York by Frieke Janssens, Kaiju ",animals/046d6bf8b205c9a136f8696f9d0f992197fe599c.jpg
85,04750929e8a140c210044a006c1a3c3af4c0a1a1,art,"On the desks of medieval nobles lay miniatures of the battleship Yamato, accent lighting, photorealistic, high detail, ",art/04750929e8a140c210044a006c1a3c3af4c0a1a1.jpg
86,048e640d83bff18ba8ec811489916226ea72b072,logo,token letter capital c surrounded by the great wall on the black background ,logo/048e640d83bff18ba8ec811489916226ea72b072.jpg
87,0491ec6de5444e08c577ca3b990b293480808923,fashion,"A hauntingly beautiful photograph of a 19yearold girl, with long dark blonde hair and striking green eyes, immersed in a dark river surrounded by an array of vibrant flowers. The girls delicate light dress floats gracefully around her, as her face, adorned with enchanting freckles, emerges from the waters surface. The scene is shrouded in a dark and mysterious atmosphere, further enhanced by a touch of ethereal fog. The photograph is masterfully captured using a DSLR camera and a lens renowned for its ability to render colors and details in low light conditions. The camera settings are carefully selected to convey the otherworldly ambiance and highlight the girls captivating presence amidst the murky water and blossoming flora. The composition contrasts the girls serene beauty with the mysterious allure of the dark river, creating an evocative, unforgettable image that transports the viewer to a realm of magic and enchantment. ",fashion/0491ec6de5444e08c577ca3b990b293480808923.jpg
88,04a94575f278da4eb987868a71db7eab45942544,art,"A screaming bearded man with ragged medium length hair with half of his face removed and missing and replaced with a large cinema camera where his skull should be, prodruding from the skin, coming from inside, taking him over, the dark lens pointed right at us, red goop randomly around everything, a nightmare ",art/04a94575f278da4eb987868a71db7eab45942544.jpg
89,04b8f2cf9853087feca5156c92c41e848d9425af,art,"Illustration for a fairy tale, Fluff, the Astounding Flea Hairstylist, Brom, Alan Lee, vivid colorful hyperdetailed, hyperrealism, beautiful, trippy, fantastical, whimsical, ephemeral, fairy tale influenced, breathtaking, magical, filled with a sense of wonder ",art/04b8f2cf9853087feca5156c92c41e848d9425af.jpg
90,04ba9cd7af5eed77bc96a8553f7307df6d5e30b3,logo,"craft an sleek and minimalist, logo, infinity symbol on fire, white background, purple, vector, no shadows",logo/04ba9cd7af5eed77bc96a8553f7307df6d5e30b3.jpg
91,04c479f1f19f493b615d9756f19683c4a3055493,vehicles,neon city with flying cars,vehicles/04c479f1f19f493b615d9756f19683c4a3055493.jpg
92,04caa258edca6976899c4b90c118976547d0e00c,plants,"Watercolor hand drawn botanical illustration. Accurate, delicate and fine intricate textures, beautiful colors and shapes. ",plants/04caa258edca6976899c4b90c118976547d0e00c.jpg
93,04d5dc4fbd95740b2c02cbef7ebf75b552d1d4b9,plants,"pavers contruction hero image for website, modern, gray, white, desert ",plants/04d5dc4fbd95740b2c02cbef7ebf75b552d1d4b9.jpg
94,04ddcf4a07f54910399f33aca47f261ad6b42d61,art,"a painting of an angel hugging a woman, DeviantArt contest winner, fantasy art, red magic surrounds her, gorgeous romantic sunset, symmetrical epic fantasy art, exquisite and handsome wings, the angel of death, dancing with each other, fantasy. The woman is engulfed in a fire and has black hair. The man has golden hair. Epic, masterpiece, real, ",art/04ddcf4a07f54910399f33aca47f261ad6b42d61.jpg
95,04e49ae224c3fca01a316b004446cc5c88dfa6dc,food,"Japanese Light Novel art, closeup on a very dark skin village woman in a brown leather cuirass who is at a table in a medieval period inn, she has a curvaceous look and a Moe face, she eats a bowl of minestrone soup heartily slurping it up, her green eyes look up from the soup at the perspective, a mans armored arm can be seen reaching out for hers, foreshortening ",food/04e49ae224c3fca01a316b004446cc5c88dfa6dc.jpg
96,04f0e0dac666f2e5ff299680f552bd8a70cf668b,food,"recipe book, professional stock images, illustration ",food/04f0e0dac666f2e5ff299680f552bd8a70cf668b.jpg
97,04f24a54d60d600499b97fdaaab9b9bc0ce3279e,plants,light shining through palm fronds ,plants/04f24a54d60d600499b97fdaaab9b9bc0ce3279e.jpg
98,05353c9df6b0991a4c03baef32baa32bc866bf82,art,"photograph night sky lunar calendar in the background, beautiful herbalist woman silhouette drinking a teacup holding cocoa fruit one hand, abstract painting, alla prima, mystery, mystic, stylisation, texture, creative, modern, cinematic light, Sony a7III ",art/05353c9df6b0991a4c03baef32baa32bc866bf82.jpg
99,05436c9bb41d58978bf5f0e276fb49d9bc1968e4,people,rich black man in his 50s photorealistic studio photography Grey backround high quality high definition 8k realstic ,people/05436c9bb41d58978bf5f0e276fb49d9bc1968e4.jpg
100,054c65fb47a0f43d9270242cdcd854a6571dd3c9,fashion,"realistic photo of blonde woman with extremly short, spiky haircut wearing biker leathers, mountainous forest with ponderosa pines and juniper background ",fashion/054c65fb47a0f43d9270242cdcd854a6571dd3c9.jpg
101,055c8a0270d5c9b47bdce6f48df0ff754a4cdeec,food,"Expensive luxurious, beautifulExpensive luxurious, beautiful peach cream cake, decorated with macarons, food photograph made by the worlds most famous patissier, gourmet, depth of field f2. 8, 50mm lens, exquisite detail, sharp  focus, intricately  detailed, diffuse  back  lighting, award  winning photography, monovisions, elle, small  catchlight, low  contrast, High  sharpness, facial  symmetry, depth  of  field, ultra  detailed photography ",food/055c8a0270d5c9b47bdce6f48df0ff754a4cdeec.jpg
102,0569b2ab9d4216749a8d1d7b70d379589b8ed2c2,plants,A hyper realistic portrait photo of genetically modified plants growing in a city. Extremely high detail. Ultra high definition. ,plants/0569b2ab9d4216749a8d1d7b70d379589b8ed2c2.jpg
103,05741a532afc4aab2cc332996f7b93e411c214fa,animals,"Close up portrait deep underwater ,light, epic, green jungle ,flower white ,fox red, detailed, pretty face, dark background, detailed, photo, ",animals/05741a532afc4aab2cc332996f7b93e411c214fa.jpg
104,05777cc9536a0f6839e5d4d133d0f369500f4193,animals,"A capybara wearing a space suit in the cockpit of a rocket ready to lift offStudio lighting, UHD, 16k, retrofuturism, dream photography,8k, cinematography, photorealistic, epic composition Unreal Engine, Cinematic, Color correction, Portrait photography, Ultrawide angle, Depth of field, Excessive detail, Beautiful color coding, insane detail, Complex detail, Beautiful Colors, Unreal Engine, Cinematic, Color correction, Editorial photography, Photography, Photo shoot, Depth of field, DOF, Tilt blur, White balance, 32k, Super Resolution, Megapixel, ProPhoto RGB, Virtual Reality, Half Lighting, Backlight, Natural Lighting, Incandescent Lamps, Fiber Optic, Capricious Lighting, Cinematic Lighting, Studio Lighting, Soft Lighting, Volumetric, Contrast, Beautiful Lighting, Accent Lighting, Global Lighting, Global Lighting of the screen space, Ray Tracing, Global Lighting, Optical, Scattering, Luminous, Shadows, Roughness, Flicker, Ray Tracing Reflections, Reflections in the lumen, Reflections in the screen space, Diffraction Gradation, Chr Aberration Omatics, GB offset, Scan Lines, Ray Tracing, Ambient Ray tracing overlap, Smoothing, FK AA, TXAA, RTX, SSAO, Shaders, OpenGL Shaders, GLSL Shaders, Postprocessing, Postproduction, Cel Shading, Tone mapping, CGI, VFX, SFX, Incredible detailed and complex, hypermaximal, elegant, hyperrealistic, overdetailed, dynamic pose, photography, cinematic ",animals/05777cc9536a0f6839e5d4d133d0f369500f4193.jpg
